checkpoint_path,max_samples,accuracy,f1_macro,precision_macro,recall_macro,invalid_percent,total_samples,valid_samples
./aya_saved_models//aya-expanse-8b_bl,,0.7861915367483296,0.6912320916905444,0.7389937106918238,0.6733594024164035,42.58312020460358,782,449
./aya_saved_models//aya-expanse-8b_nm,,0.5927903871829105,0.5827831502433589,0.6343656197379017,0.6682248987149169,4.219948849104859,782,749
./aya_saved_models//aya-expanse-8b_os,,0.761570827489481,0.565443411919922,0.7534363068379035,0.5732332350404205,8.823529411764707,782,713
./aya_saved_models//aya-expanse-8b_us,,0.7568988173455979,0.5103488093043639,0.7866281215401649,0.5416674117920564,2.6854219948849107,782,761
